Drug A,Drug B,Drug A Inchikey,Drug B Inchikey,Drug Pair
cefaclor,colistin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,cefaclor,YMDXZJFXQJVXBF-STHAYSLISA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefaclor,pyocyanin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cefaclor,imipenem,QYIYFLOTGYLRGG-GPCCPHFNSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
caffeine,puromycin,RYYVLZVUVIJVGH-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cefsulodin,puromycin,SYLKGLMBLAAGSC-QLVMHMETSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
linezolid,puromycin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
puromycin,streptomycin,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
erythromycin,puromycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
spectinomycin,puromycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
oxacillin,puromycin,UWYHMGVUTGAWSP-JKIFEVAISA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
benzalkonium,puromycin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,puromycin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
aztreonam,puromycin,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
novobiocin,puromycin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,puromycin,YMDXZJFXQJVXBF-STHAYSLISA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
puromycin,pyocyanin,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
puromycin,imipenem,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
caffeine,linezolid,RYYVLZVUVIJVGH-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
benzalkonium,caffeine,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,caffeine,WIIZWVCIJKGZOK-RKDXNWHRSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
aztreonam,caffeine,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
novobiocin,caffeine,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
caffeine,colistin,RYYVLZVUVIJVGH-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
spectinomycin,ciclopirox,UNFWWIHTNXNPBV-WXKVUWSESA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
chloramphenicol,ciclopirox,WIIZWVCIJKGZOK-RKDXNWHRSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
egcg,ciclopirox,WMBWREPUVVBILR-WIYYLYMNSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
aztreonam,ciclopirox,WZPBZJONDBGPKJ-VEHQQRBSSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
novobiocin,ciclopirox,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
colistin,ciclopirox,YKQOSKADJPQZHB-RGYSVOEGSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,ciclopirox,YMDXZJFXQJVXBF-STHAYSLISA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefsulodin,linezolid,SYLKGLMBLAAGSC-QLVMHMETSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
cefsulodin,metronidazole,SYLKGLMBLAAGSC-QLVMHMETSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
chloramphenicol,cefsulodin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
cefsulodin,aztreonam,SYLKGLMBLAAGSC-QLVMHMETSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefsulodin,berberine,SYLKGLMBLAAGSC-QLVMHMETSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,cefsulodin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,cefsulodin,YMDXZJFXQJVXBF-STHAYSLISA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefsulodin,pyocyanin,SYLKGLMBLAAGSC-QLVMHMETSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cefsulodin,cephalexin,SYLKGLMBLAAGSC-QLVMHMETSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cefsulodin,imipenem,SYLKGLMBLAAGSC-QLVMHMETSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
diacerein,linezolid,TYNLGDBUJLVSMA-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYNLGDBUJLVSMA-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
chloramphenicol,diacerein,WIIZWVCIJKGZOK-RKDXNWHRSA-N,TYNLGDBUJLVSMA-UHFFFAOYSA-N,"('TYNLGDBUJLVSMA-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
linezolid,streptomycin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
cccp,linezolid,UGTJLJZQQFGTJD-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
linezolid,spectinomycin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
linezolid,oxacillin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
linezolid,metronidazole,TYZROVQLWOKYKF-ZDUSSCGKSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
benzalkonium,linezolid,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,linezolid,WIIZWVCIJKGZOK-RKDXNWHRSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
linezolid,tedizolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
linezolid,novobiocin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,linezolid,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
linezolid,pyocyanin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,linezolid,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
chlorpromazine,linezolid,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
cccp,streptomycin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
erythromycin,streptomycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
metronidazole,streptomycin,VAOCPAMSLUNLGC-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
oritavancin,streptomycin,VHFGEBVPHAGQPI-LXKZPTCJSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VHFGEBVPHAGQPI-LXKZPTCJSA-N')"
benzalkonium,streptomycin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,streptomycin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
egcg,streptomycin,WMBWREPUVVBILR-WIYYLYMNSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
streptomycin,triclosan,UCSJYZPVAKXKNQ-HZYVHMACSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
streptomycin,tedizolid,UCSJYZPVAKXKNQ-HZYVHMACSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
novobiocin,streptomycin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,streptomycin,YMDXZJFXQJVXBF-STHAYSLISA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
pyocyanin,streptomycin,YNCMLFHHXWETLD-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cccp,oxacillin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
benzalkonium,cccp,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzbromarone,cccp,WHQCHUCQKNIQEC-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WHQCHUCQKNIQEC-UHFFFAOYSA-N')"
chloramphenicol,cccp,WIIZWVCIJKGZOK-RKDXNWHRSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
cccp,egcg,UGTJLJZQQFGTJD-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
polymyxin b,cccp,WQVJHHACXVLGBL-BPJDFBQWSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cccp,novobiocin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
cccp,colistin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
cccp,fosfomycin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cccp,pyocyanin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cccp,streptozotocin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
spectinomycin,erythromycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
benzalkonium,erythromycin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,erythromycin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
erythromycin,egcg,ULGZDMOVFRHVEP-RWJQBGPGSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
polymyxin b,erythromycin,WQVJHHACXVLGBL-BPJDFBQWSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
erythromycin,aztreonam,ULGZDMOVFRHVEP-RWJQBGPGSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
erythromycin,tedizolid,ULGZDMOVFRHVEP-RWJQBGPGSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
erythromycin,metformin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
erythromycin,berberine,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,erythromycin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
erythromycin,colistin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,erythromycin,YMDXZJFXQJVXBF-STHAYSLISA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
erythromycin,pyocyanin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,erythromycin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
erythromycin,imipenem,ULGZDMOVFRHVEP-RWJQBGPGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
oxacillin,spectinomycin,UWYHMGVUTGAWSP-JKIFEVAISA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
metronidazole,spectinomycin,VAOCPAMSLUNLGC-UHFFFAOYSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
oritavancin,spectinomycin,VHFGEBVPHAGQPI-LXKZPTCJSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'VHFGEBVPHAGQPI-LXKZPTCJSA-N')"
spectinomycin,benzalkonium,UNFWWIHTNXNPBV-WXKVUWSESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,spectinomycin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
spectinomycin,egcg,UNFWWIHTNXNPBV-WXKVUWSESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
spectinomycin,aztreonam,UNFWWIHTNXNPBV-WXKVUWSESA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
spectinomycin,metformin,UNFWWIHTNXNPBV-WXKVUWSESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
spectinomycin,tolfenamic,UNFWWIHTNXNPBV-WXKVUWSESA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
spectinomycin,novobiocin,UNFWWIHTNXNPBV-WXKVUWSESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,spectinomycin,YMDXZJFXQJVXBF-STHAYSLISA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
spectinomycin,pyocyanin,UNFWWIHTNXNPBV-WXKVUWSESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,spectinomycin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
metronidazole,oxacillin,VAOCPAMSLUNLGC-UHFFFAOYSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
