	0	1	2	3	4
lsqzjlsuydqpkj-njbdsqktsa-n	0.23093946797644727	-0.09914471946781647	0.3015626210158291	-0.5304397577209614	0.5356536659129122
lztcfldzlboldw-uhfffaoysa-n	-0.5027415498986721	-0.28516149590256423	-0.07466314156851168	0.046597091003267324	-0.018114716288958253
mfdferrihvxmiy-uhfffaoysa-n	1.4062165876866142	-0.7846374886569232	0.12267665956834393	-0.19201677227011982	-0.008413066795204758
mgsrczkzvobkft-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
mindhvhhqzyeek-hbbnesrfsa-n	-0.40669516200017997	0.14572665936102142	-0.05839431440956376	-0.031581475092255035	-0.024242850412332827
mqtosjvfkkjcrp-bicopxkesa-n	-0.07592898417613941	-0.3786175000938279	-0.07789599083256014	0.3137899906427655	0.22886826684599326
mwoogojbhiarfg-uhfffaoysa-n	-0.26485811651325275	0.6784722271813453	-0.07436608967341019	-0.03793096547646424	0.01624467903824329
mypyjxkwctuito-lyrmylqwsa-n	0.5149147292957297	-0.5380036345816497	-0.9019104981005786	-0.4197118525414222	0.00645314994582884
myswguaqzajsok-uhfffaoysa-n	-0.3234034415239273	-0.35569130302887036	0.17095217532919948	0.0047141106239890415	-0.004112590876202348
nkanxqfjjicgdu-qplcgjkrsa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
nlvfbuxfdbbnbw-pbsuhmdjsa-n	-0.44895249857108593	0.021860980272678576	-0.05448539389110428	-0.03116395674055518	-0.0216362573706022
nvnlliyoarqcix-gsjozigcsa-n	-0.12528589201924478	0.8160830240417132	-0.08672835990444638	-0.1009746664625617	0.11590268207340353
nwibshfkijfrco-wudykrtcsa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
nxfqhrvnioxgaq-ycrremrbsa-n	-0.2544360594866259	-0.11840875430921918	0.11639204764554774	-0.21916786368630758	0.15950029831208465
oekwjqxrcdyshl-fnoidjsqsa-n	-0.23938608673044293	-0.35379343586679113	-0.317826277924225	-0.07093897850344312	-0.3464445925083697
ojmmvqqutaewlp-kidudljlsa-n	0.32413412965094557	-0.44992321990882345	-0.007484266433663789	0.6654347662387423	0.3736462103091252
oyvagsvqbohsss-wxfszrtfsa-o	-0.47477021383206913	-0.17561554407785845	-0.019911908510563375	0.05316531072990427	-0.04772729278634036
pbbgszcbwvpool-hdicaceksa-n	-0.23938608673044293	-0.35379343586679113	-0.317826277924225	-0.07093897850344312	-0.3464445925083697
pwwvaxiegoywee-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
qrblkghrwfgine-ugwagolrsa-n	-0.12793091427294695	-0.3446570947744655	0.771303750729277	-0.42986475249300604	-0.11351510731596666
qyiyflotgylrgg-gpccphfnsa-n	-0.4786130979512839	-0.22502494044151186	-0.017783236679350403	0.07778486345064418	-0.04946542887198419
refjwtpedvjjiy-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
rmixhjpmnbxmbu-qiixehpysa-n	-0.1794161694884545	1.0680752095916861	-0.03253848060484799	-0.0785472745825201	0.04342144789180184
rxwncpjzocpepq-nvwddtsbsa-n	1.2192657160414542	-0.3613581995217181	-0.4565431081826303	0.21695594404516108	0.07426776738776232
ryyvlzvuvijvgh-uhfffaoysa-n	0.17450571063537523	0.7077206552291331	-0.3794458731069255	-0.218338219459003	-0.5742900133422456
rzekvgvhfleqil-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
sckyraxsedypsa-uhfffaoysa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
sgkrlcuyixiahr-akngssgzsa-n	-0.10943668067588652	-0.3441595397443875	0.12137158465587548	0.5839500997819094	-0.009815414663437369
sovuoxkzccawoj-hjyubdrysa-n	1.1824968487547836	0.5210855962084464	0.5375672889231282	-0.04818433328870382	0.6409122730407376
sylkglmblaagsc-qlvmhmetsa-n	-0.34168368887995426	0.4574500601005981	-0.061289117904342286	-0.052495135955195255	0.06403512542671734
tynlgdbujlvsma-uhfffaoysa-n	-0.031811755780277284	-0.3987485746070747	-0.49813335284404736	-0.15547222259108723	-0.6171847156300816
tyzrovqlwokykf-zdusscgksa-n	-0.22476367062757135	0.8808554875884425	-0.026941442764693485	-0.07524135243647913	-0.018849881554923786
ucsjyzpvakxknq-hzyvhmacsa-n	-0.045970723241336775	-0.46732775465996756	0.2575859164493067	-0.4411336334775874	0.2882113235262548
ugtjljzqqfgtjd-uhfffaoysa-n	-0.49121621151986833	-0.25721532379746076	-0.048647098700365494	0.05985896203598111	-0.027305737173536744
ulgzdmovfrhvep-rwjqbgpgsa-n	-0.5030641780805849	-0.28138486152971687	-0.08542319699083614	0.03620361049791845	-0.0006693525290608186
unfwwihtnxnpbv-wxkvuwsesa-n	0.7733045204475741	-0.5998852684078866	0.19791123847135061	0.2536627679418672	0.07672615692709807
uwyhmgvutgawsp-jkifevaisa-n	0.34938037261212196	0.59482175141159	0.37980724125380355	0.3937735505848464	0.006974553024855806
vaocpamslunlgc-uhfffaoysa-n	1.65826977783966	0.25055927601596073	0.18501241118868655	-0.265898774852258	-0.02079707482885937
vfldpwhfbuoddf-fcxrpnkrsa-n	-0.14512866934549584	1.2688164250057867	-0.043031686513171886	-0.13132058047189782	0.08596087923303229
vhfgebvphagqpi-lxkzptcjsa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
voxzdwnpvjitmn-zbrfxrbcsa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
vvzbfokbsdgvgz-uhfffaoysa-n	0.4897619073285896	-0.5418462964407378	-0.7652025065955237	-0.45275185119287775	0.017118541039648407
wdqpamhffcxsnu-uhfffaoysa-n	-0.19403237586904093	1.0066041078998202	-0.028328006945940044	-0.07556027890455862	0.01459480212961639
whqchucqkniqec-uhfffaoysa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
wiizwvcijkgzok-rkdxnwhrsa-n	-0.5017341729038197	-0.28206650279697093	-0.07142321176395683	0.04912579670768272	-0.023761735658734753
wmbwrepuvvbilr-wiyylymnsa-n	0.6306632044561737	0.3246964662031998	0.33479478022985903	-0.4671323358380691	-0.08596003412532226
wmpxpuypyqkqcx-uhfffaoysa-n	-0.23067501884183372	0.857032843486927	-0.0387430243308588	-0.07680708810871946	-0.010897581481389973
wqvjhhacxvlgbl-bpjdfbqwsa-n	-0.3769649936867528	0.2944136685677148	-0.07888906023511644	-0.018561723955953548	0.11554113492603715
wtjxvdpdeqktcv-vqaitoiosa-n	-0.3795916931822006	0.1856028760740458	-0.09630662572375281	0.02261762233382064	0.05877392778476516
wzpbzjondbgpkj-vehqqrbssa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
xefqlinvkfyrcs-uhfffaoysa-n	-0.0038151318554351388	1.5169874171240343	0.19481387707112868	-0.18049040968856622	-0.03743202180809603
xfalpsljihvrke-gfccvegcsa-n	0.050914528684957716	-0.3795745338813906	0.1917129662667617	0.7989967168075568	0.013407195474747398
xgallcvxezpnrq-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
xjgvxqduiwgirw-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
xzwyzxlipxdolr-uhfffaoysa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
ybhilyktiriute-uhfffaoysa-n	-0.22637182125303845	0.866644395781764	-0.026785286393310688	-0.05328148612708557	0.05452739683298593
yeznlouzaiomlt-uhfffaoysa-n	-0.5062673693806556	-0.29599397177214093	-0.08600289588445366	0.037746621037813455	0.0016498515052594694
yjqpygghqpgbli-kgsxxdossa-n	0.15840688427952843	0.002342830303540877	0.22550372516266126	0.8424307888688298	0.11555750218987779
ykqoskadjpqzhb-rgysvoegsa-n	-0.16888607157180524	1.1396072670403552	-0.06071031715905748	-0.09490237811202579	0.0969243512711385
ymdxzjfxqjvxbf-sthayslisa-n	-0.28714724379358036	-0.3366496265730903	0.3927184459986882	-0.3168837873320833	-0.015118822755968384
yncmlfhhxwetld-uhfffaoysa-n	0.6051545646574785	-0.44726419956221786	0.7529751890867922	0.1603809282492587	-0.2749760952822863
zaipmknfioowcq-uekvphqbsa-n	1.3558275203854246	0.53608549470064	-0.5341028243472646	0.26740535956737127	-0.015979037564147446
zpeimtdsqakgnt-uhfffaoysa-n	0.005255089032252136	-0.40677627795355387	-0.5303310447940155	-0.17056744474959504	-0.6655311661875299
zsjlqepllkmakr-gkhcufpysa-n	0.7810734122782108	0.007265033216322103	0.8371927188845304	0.19412438162448714	-0.532049444457385
zskvgtpcrgianv-zxflcmhbsa-n	-0.06416923702142296	-0.45265795816354815	0.598620685518329	-0.150273831903766	-0.01596041856292626
