Drug A,Drug B,Strain,Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
ertapenem,meropenem,klebsiella pneumoniae tum15669,0.63,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,meropenem,klebsiella pneumoniae tum15670,0.56,Additivity,FICI,30835635,JUZNIMUFDBIJCM-ANEDZVCMSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
ertapenem,gentamicin,neisseria gonorrhoeae,0.56,Additivity,FICI,28876284,JUZNIMUFDBIJCM-ANEDZVCMSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JUZNIMUFDBIJCM-ANEDZVCMSA-N')"
erythromycin,nalidixic acid,acinetobacter baumannii atcc baa-1710,1.5,Indifferent,FICI,33972678,ULGZDMOVFRHVEP-RWJQBGPGSA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nan,"('MHWLWQUZZRMNGJ-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
erythromycin,kanamycin,salmonella typhimurium,0.44,Synergy,FICI,31183498,ULGZDMOVFRHVEP-RWJQBGPGSA-N,SBUJHOSQTJFQJX-NOAMYHISSA-N,nan,"('SBUJHOSQTJFQJX-NOAMYHISSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
fosfomycin,lmipenem,carbapenem,0.75,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,nan,"('YMDXZJFXQJVXBF-STHAYSLISA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
fosfomycin,meropenem,carbapenem,0.63,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,gentamicin,carbapenem,0.31,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,tobramycin,carbapenem,0.31,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,minocycline,carbapenem,0.31,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,levofloxacin,carbapenem,0.75,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,lmipenem,carbapenem,0.56,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,nan,"('YMDXZJFXQJVXBF-STHAYSLISA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
fosfomycin,meropenem,carbapenem,0.38,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,gentamicin,carbapenem,0.75,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,tobramycin,carbapenem,0.75,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,minocycline,carbapenem,1,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,gentamicin,carbapenem,0.38,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,tobramycin,carbapenem,0.37,Synergy,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,levofloxacin,carbapenem,0.5,Additivity,FICI,33668905,YMDXZJFXQJVXBF-STHAYSLISA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,meropenem,enterobacteriaceae,1.37,Indifferent,FICI,31213392,YMDXZJFXQJVXBF-STHAYSLISA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,tobramycin,enterobacteriaceae,1.31,Indifferent,FICI,31213392,YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,enterococcus faecium,0.75,Additivity,FICI,33130503,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,nitrofurantoin,enterococcus faecium,0.62,Additivity,FICI,33130503,YMDXZJFXQJVXBF-STHAYSLISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,nan,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,vancomycin,enterococcus faecium,0.75,Additivity,FICI,33130503,YMDXZJFXQJVXBF-STHAYSLISA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,tobramycin,pseudomonas aeruginosa atcc27853,0.56,Additivity,FICI,29084746,YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,nalidixic acid,acinetobacter baumannii atcc baa-1710,2,Indifferent,FICI,33972678,YMDXZJFXQJVXBF-STHAYSLISA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nan,"('MHWLWQUZZRMNGJ-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,enterococcus faecalis atcc29212,1,Additivity,FICI,31814738,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,enterococcus faecalis atcc51299,0.52,Additivity,FICI,31814738,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-resistant staphylococcus aureus 152898,0.5,Synergy,FICI,27366751,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-resistant staphylococcus aureus 154311,0.38,Synergy,FICI,27366751,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-resistant staphylococcus aureus 159228,0.38,Synergy,FICI,27366751,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-sensitive staphylococcus aureus hf008,0.75,Additivity,FICI,17099793,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-sensitive staphylococcus aureus hf095,0.38,Synergy,FICI,17099793,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-sensitive staphylococcus aureus hf295,0.5,Synergy,FICI,17099793,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-sensitive staphylococcus aureus hf602,0.5,Synergy,FICI,17099793,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,linezolid,methicillin-sensitive staphylococcus aureus hf946,0.38,Synergy,FICI,17099793,YMDXZJFXQJVXBF-STHAYSLISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fusidic acid,trimethoprim,escherichia coli bw25113,-0.98,Synergy,Loewe,26956793,IECPWNUMDGFDKC-MZJAQBGESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
fusidic acid,rifampicin,escherichia coli bw25113,-0.14,Additivity,Loewe,26956793,IECPWNUMDGFDKC-MZJAQBGESA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
gentamicin,meropenem,carbapenem-resistant escherichia coli,0.75,Additivity,FICI,33349537,CEAZRRDELHUEMR-UHFFFAOYSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'DMJNNHOOLUXYBV-PQTSNVLCSA-N')"
gentamicin,spectinomycin,neisseria gonorrhoeae,1.34,Indifferent,FICI,28876284,CEAZRRDELHUEMR-UHFFFAOYSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
gentamicin,moxifloxacin,neisseria gonorrhoeae,1.3,Indifferent,FICI,28876284,CEAZRRDELHUEMR-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
gentamicin,piperacillin,pseudomonas aeruginosa,0.75,Additivity,FICI,33582141,CEAZRRDELHUEMR-UHFFFAOYSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
gentamicin,ticarcillin,pseudomonas aeruginosa,0.5,Synergy,FICI,33582141,CEAZRRDELHUEMR-UHFFFAOYSA-N,OHKOGUYZJXTSFX-KZFFXBSXSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'OHKOGUYZJXTSFX-KZFFXBSXSA-N')"
gentamicin,lmipenem,pseudomonas aeruginosa,1,Additivity,FICI,33582141,CEAZRRDELHUEMR-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
gentamicin,levofloxacin,pseudomonas aeruginosa,1,Additivity,FICI,33582141,CEAZRRDELHUEMR-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
gentamicin,vancomycin,staphylococcus atcc29213,0.19,Synergy,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
gentamicin,rifampicin,staphylococcus atcc29213,8,Antagonism,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
gentamicin,linezolid,staphylococcus atcc29213,8.06,Antagonism,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
gentamicin,vancomycin,staphylococcus cns-j,1.06,Indifferent,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
gentamicin,rifampicin,staphylococcus cns-j,16,Antagonism,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
gentamicin,linezolid,staphylococcus cns-j,8.06,Antagonism,FICI,29554250,CEAZRRDELHUEMR-UHFFFAOYSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
gentamicin,penicillin g,streptococcus,1.4,Indifferent,FICI,27818657,CEAZRRDELHUEMR-UHFFFAOYSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
gentamicin,nalidixic acid,acinetobacter baumannii atcc baa-1710,1.5,Indifferent,FICI,33972678,CEAZRRDELHUEMR-UHFFFAOYSA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nan,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MHWLWQUZZRMNGJ-UHFFFAOYSA-N')"
gentamicin,rifampicin,escherichia coli bw25113,1.21,Antagonism,Loewe,26956793,CEAZRRDELHUEMR-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
kanamycin,penicillin g,salmonella typhimurium,0.36,Synergy,FICI,31183498,SBUJHOSQTJFQJX-NOAMYHISSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'SBUJHOSQTJFQJX-NOAMYHISSA-N')"
levofloxacin,vancomycin,acinetobacter baumannii,1.93,Indifferent,FICI,32845920,GSDSWSVVBLHKDQ-JTQLQIEISA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
levofloxacin,minocycline,acinetobacter baumannii atcc baa-1710,2,Indifferent,FICI,33972678,GSDSWSVVBLHKDQ-JTQLQIEISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
levofloxacin,piperacillin,pseudomonas aeruginosa,0.75,Additivity,FICI,33582141,GSDSWSVVBLHKDQ-JTQLQIEISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
levofloxacin,chlorhexidine,acinetobacter baumannii,0.38,Synergy,FICI,33731026,GSDSWSVVBLHKDQ-JTQLQIEISA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,nan,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
levofloxacin,linezolid,methicillin-resistant staphylococcus aureus 152898,0.75,Additivity,FICI,27366751,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-resistant staphylococcus aureus 154311,0.25,Synergy,FICI,27366751,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-resistant staphylococcus aureus 159228,0.75,Additivity,FICI,27366751,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-sensitive staphylococcus aureus hf008,2.5,Indifference,FICI,17099793,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-sensitive staphylococcus aureus hf095,4.5,Antagonism,FICI,17099793,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-sensitive staphylococcus aureus hf295,4.5,Antagonism,FICI,17099793,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-sensitive staphylococcus aureus hf602,2.5,Indifference,FICI,17099793,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,linezolid,methicillin-sensitive staphylococcus aureus hf946,1.5,Indifference,FICI,17099793,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,nan,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,meropenem,pseudomonas aeruginosa,3,Indifferent,FICI,30880231,GSDSWSVVBLHKDQ-JTQLQIEISA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
linezolid,vancomycin,enterococcus faecalis atcc29212,1,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis atcc29212,0.62,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis atcc51299,0.75,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis atcc51299,0.62,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis atcc51559,0.56,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis atcc51559,0.5,Synergy,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis e019,1,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis e019,0.62,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis e039,0.56,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis e039,0.62,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis e045,1.5,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis e045,0.75,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,enterococcus faecalis uw6940,1,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,enterococcus faecalis uw6940,0.75,Additivity,FICI,28235571,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,flavobacterium meningosepticum,0.74,Additivity,FICI,9597247,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,flavobacterium meningosepticum,0.75,Additivity,FICI,9597247,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-resistant staphylococcus aureus 152898,1.1,Indifferent,FICI,27366751,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-resistant staphylococcus aureus 154311,1.1,Indifferent,FICI,27366751,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
